n,changeprob_mean,repetition,proportion_inside,proportion_estimates_below_zero,count_estimates_below_zero
60,0.2,2,0.5,0.3305,661
60,0.2,3,0.5,0.005,10
60,0.2,4,0.5,0.1465,293
60,0.2,5,0.5,0.06,120
60,0.2,6,0.5,0.0545,109
60,0.2,7,0.5,0.0025,5
60,0.2,8,0.5,0.1645,329
60,0.2,9,0.5,0.0495,99
60,0.2,10,0.5,0.2585,517
60,0.2,1,0.6,0.0845,169
60,0.2,2,0.6,0.0085,17
60,0.2,3,0.6,0.0315,63
60,0.2,4,0.6,0.1265,253
60,0.2,5,0.6,0.2495,499
60,0.2,6,0.6,0.0335,67
60,0.2,7,0.6,0.173,346
60,0.2,8,0.6,0.389,778
60,0.2,9,0.6,0.071,142
60,0.2,10,0.6,0.055,110
60,0.2,1,0.7,0.129,258
60,0.2,2,0.7,0.1095,219
60,0.2,3,0.7,0.002,4
60,0.2,4,0.7,0.1045,209
60,0.2,5,0.7,0.0185,37
60,0.2,6,0.7,0.2685,537
60,0.2,7,0.7,0.042,84
60,0.2,8,0.7,0.1195,239
60,0.2,9,0.7,0.631,1262
60,0.2,10,0.7,0.042,84
60,0.1,1,0.5,0.2085,417
60,0.1,2,0.5,0.5735,1147
60,0.1,3,0.5,0.195,390
60,0.1,4,0.5,0.7365,1473
60,0.1,5,0.5,0.3175,635
60,0.1,6,0.5,0.164,328
60,0.1,7,0.5,0.3815,763
60,0.1,8,0.5,0.4735,947
60,0.1,9,0.5,0.969,1938
60,0.1,10,0.5,0.255,510
60,0.1,1,0.6,0.294,588
60,0.1,2,0.6,0.1145,229
60,0.1,3,0.6,0.625,1250
60,0.1,4,0.6,0.044,88
60,0.1,5,0.6,0.1915,383
60,0.1,6,0.6,0.1575,315
60,0.1,7,0.6,0.318,636
60,0.1,8,0.6,0.48,960
60,0.1,9,0.6,0.413,826
60,0.1,10,0.6,0.692,1384
60,0.1,1,0.7,0.832,1664
60,0.1,2,0.7,0.204,408
60,0.1,3,0.7,0.4025,805
60,0.1,4,0.7,0.075,150
60,0.1,5,0.7,0.4685,937
60,0.1,6,0.7,0.0885,177
60,0.1,7,0.7,0.476,952
60,0.1,8,0.7,0.3455,691
60,0.1,9,0.7,0.673,1346
60,0.1,10,0.7,0.2175,435
60,0.05,1,0.5,0.162,324
60,0.05,2,0.5,0.4205,841
60,0.05,3,0.5,0.5075,1015
60,0.05,4,0.5,0.4975,995
60,0.05,5,0.5,0.4765,953
60,0.05,6,0.5,0.046,92
60,0.05,7,0.5,0.223,446
60,0.05,8,0.5,0.5915,1183
60,0.05,9,0.5,0.121,242
60,0.05,10,0.5,0.2685,537
60,0.05,1,0.6,0.828,1656
60,0.05,2,0.6,0.5355,1071
60,0.05,3,0.6,0.554,1108
60,0.05,4,0.6,0.924,1848
60,0.05,5,0.6,0.527,1054
60,0.05,6,0.6,0.9065,1813
60,0.05,7,0.6,0.3375,675
60,0.05,8,0.6,0.6105,1221
60,0.05,9,0.6,0.2685,537
60,0.05,10,0.6,0.484,968
60,0.05,1,0.7,0.903,1806
60,0.05,2,0.7,0.084,168
60,0.05,3,0.7,0.008,16
60,0.05,4,0.7,0.346,692
60,0.05,5,0.7,0.2875,575
60,0.05,6,0.7,0.502,1004
60,0.05,7,0.7,0.0575,115
60,0.05,8,0.7,0.1555,311
60,0.05,9,0.7,0.3885,777
60,0.05,10,0.7,0.2625,525
60,0.025,1,0.5,0.8315,1663
60,0.025,2,0.5,0.9245,1849
60,0.025,3,0.5,0.4265,853
60,0.025,4,0.5,0.843,1686
60,0.025,5,0.5,0.345,690
60,0.025,6,0.5,0.533,1066
60,0.025,7,0.5,0.2585,517
60,0.025,8,0.5,0.3965,793
60,0.025,9,0.5,0.286,572
60,0.025,10,0.5,0.1575,315
60,0.025,1,0.6,0.0775,155
60,0.025,2,0.6,0.7305,1461
60,0.025,3,0.6,0.524,1048
60,0.025,4,0.6,0.9535,1907
60,0.025,5,0.6,0.1055,211
60,0.025,6,0.6,0.325,650
60,0.025,7,0.6,0.7435,1487
60,0.025,8,0.6,0.331,662
60,0.025,9,0.6,0.3115,623
60,0.025,10,0.6,0.1345,269
60,0.025,1,0.7,0.394,788
60,0.025,2,0.7,0.187,374
60,0.025,3,0.7,0.217,434
60,0.025,4,0.7,0.5765,1153
60,0.025,5,0.7,0.703,1406
60,0.025,6,0.7,0.8545,1709
60,0.025,7,0.7,0.218,436
60,0.025,8,0.7,0.6495,1299
60,0.025,9,0.7,0.522,1044
60,0.025,10,0.7,0.7885,1577
60,0,1,0.5,0.6665,1333
60,0,2,0.5,0.2385,477
60,0,3,0.5,0.938,1876
60,0,4,0.5,0.33,660
60,0,5,0.5,0.9675,1935
60,0,6,0.5,0.6285,1257
60,0,7,0.5,0.3675,735
60,0,8,0.5,0.5545,1109
60,0,9,0.5,0.669,1338
60,0,10,0.5,0.4735,947
60,0,1,0.6,0.268,536
60,0,2,0.6,0.779,1558
60,0,3,0.6,0.096,192
60,0,4,0.6,0.3215,643
60,0,5,0.6,0.183,366
60,0,6,0.6,0.9725,1945
60,0,7,0.6,0.977,1954
60,0,8,0.6,0.404,808
60,0,9,0.6,0.75,1500
60,0,10,0.6,0.495,990
60,0,1,0.7,0.7935,1587
60,0,2,0.7,0.8265,1653
60,0,3,0.7,0.7415,1483
60,0,4,0.7,0.3295,659
60,0,5,0.7,0.3755,751
60,0,6,0.7,0.3895,779
60,0,7,0.7,0.85,1700
60,0,8,0.7,0.506,1012
60,0,9,0.7,0.048,96
60,0,10,0.7,0.87,1740
