n,changeprob_mean,repetition,proportion_inside,proportion_estimates_below_zero,count_estimates_below_zero
60,0.3,7,0.7,0.9615,1923
60,0.3,8,0.7,0.996,1992
60,0.3,9,0.7,0.957,1914
60,0.3,10,0.7,0.9995,1999
60,0.3,1,0.8,0.9335,1867
60,0.3,2,0.8,0.7875,1575
60,0.3,3,0.8,0.982,1964
60,0.3,4,0.8,0.8225,1645
60,0.3,5,0.8,0.997,1994
60,0.3,6,0.8,0.8545,1709
60,0.3,7,0.8,0.994,1988
60,0.3,8,0.8,0.9945,1989
60,0.3,9,0.8,0.9315,1863
60,0.3,10,0.8,0.9945,1989
60,0.2,1,0.6,0.4975,995
60,0.2,2,0.6,0.3115,623
60,0.2,3,0.6,0.999,1998
60,0.2,4,0.6,0.8475,1695
60,0.2,5,0.6,0.8645,1729
60,0.2,6,0.6,0.997,1994
60,0.2,7,0.6,0.996,1992
60,0.2,8,0.6,0.892,1784
60,0.2,9,0.6,0.676,1352
60,0.2,10,0.6,0.9985,1997
60,0.2,1,0.7,0.9235,1847
60,0.2,2,0.7,0.9805,1961
60,0.2,3,0.7,0.689,1378
60,0.2,4,0.7,0.954,1908
60,0.2,5,0.7,0.999,1998
60,0.2,6,0.7,0.9985,1997
60,0.2,7,0.7,0.9585,1917
60,0.2,8,0.7,0.8495,1699
60,0.2,9,0.7,0.5895,1179
60,0.2,10,0.7,0.9935,1987
60,0.2,1,0.8,0.9525,1905
60,0.2,2,0.8,0.963,1926
60,0.2,3,0.8,0.977,1954
60,0.2,4,0.8,0.856,1712
60,0.2,5,0.8,0.932,1864
60,0.2,6,0.8,0.7015,1403
60,0.2,7,0.8,0.85,1700
60,0.2,8,0.8,0.999,1998
60,0.2,9,0.8,0.51,1020
60,0.2,10,0.8,0.983,1966
60,0.1,1,0.6,0.709,1418
60,0.1,2,0.6,0.926,1852
60,0.1,3,0.6,0.51,1020
60,0.1,4,0.6,0.897,1794
60,0.1,5,0.6,0.799,1598
60,0.1,6,0.6,0.987,1974
60,0.1,7,0.6,0.6175,1235
60,0.1,8,0.6,0.757,1514
60,0.1,9,0.6,0.5015,1003
60,0.1,10,0.6,0.604,1208
60,0.1,1,0.7,0.0555,111
60,0.1,2,0.7,0.605,1210
60,0.1,3,0.7,0.976,1952
60,0.1,4,0.7,0.5205,1041
60,0.1,5,0.7,0.4855,971
60,0.1,6,0.7,0.5065,1013
60,0.1,7,0.7,0.847,1694
60,0.1,8,0.7,0.85,1700
60,0.1,9,0.7,0.3165,633
60,0.1,10,0.7,0.149,298
60,0.1,1,0.8,0.835,1670
60,0.1,2,0.8,0.813,1626
60,0.1,3,0.8,0.718,1436
60,0.1,4,0.8,0.855,1710
60,0.1,5,0.8,0.8635,1727
60,0.1,6,0.8,0.853,1706
60,0.1,7,0.8,0.9135,1827
60,0.1,8,0.8,0.9965,1993
60,0.1,9,0.8,0.99,1980
60,0.1,10,0.8,0.8865,1773
60,0.05,1,0.6,0.196,392
60,0.05,2,0.6,0.948,1896
60,0.05,3,0.6,0.327,654
60,0.05,4,0.6,0.7675,1535
60,0.05,5,0.6,0.588,1176
60,0.05,6,0.6,0.3895,779
60,0.05,7,0.6,0.83,1660
60,0.05,8,0.6,0.906,1812
60,0.05,9,0.6,0.6015,1203
60,0.05,10,0.6,0.5005,1001
60,0.05,1,0.7,0.945,1890
60,0.05,2,0.7,0.302,604
60,0.05,3,0.7,0.9825,1965
60,0.05,4,0.7,0.7015,1403
60,0.05,5,0.7,0.313,626
60,0.05,6,0.7,0.7865,1573
60,0.05,7,0.7,0.3755,751
60,0.05,8,0.7,0.379,758
60,0.05,9,0.7,0.5815,1163
60,0.05,10,0.7,0.94,1880
60,0.05,1,0.8,0.7025,1405
60,0.05,2,0.8,0.39,780
60,0.05,3,0.8,0.8145,1629
60,0.05,4,0.8,0.7945,1589
60,0.05,5,0.8,0.8215,1643
60,0.05,6,0.8,0.5005,1001
60,0.05,7,0.8,0.379,758
60,0.05,8,0.8,0.791,1582
60,0.05,9,0.8,0.9415,1883
60,0.05,10,0.8,0.906,1812
60,0.025,1,0.6,0.4045,809
60,0.025,2,0.6,0.8445,1689
60,0.025,3,0.6,0.688,1376
60,0.025,4,0.6,0.503,1006
60,0.025,5,0.6,0.9415,1883
60,0.025,6,0.6,0.94,1880
60,0.025,7,0.6,0.101,202
60,0.025,8,0.6,0.531,1062
60,0.025,9,0.6,0.2345,469
60,0.025,10,0.6,0.076,152
60,0.025,1,0.7,0.3955,791
60,0.025,2,0.7,0.3985,797
60,0.025,3,0.7,0.386,772
60,0.025,4,0.7,0.856,1712
60,0.025,5,0.7,0.6175,1235
60,0.025,6,0.7,0.3025,605
60,0.025,7,0.7,0.681,1362
60,0.025,8,0.7,0.8165,1633
60,0.025,9,0.7,0.416,832
60,0.025,10,0.7,0.894,1788
60,0.025,1,0.8,0.9835,1967
60,0.025,2,0.8,0.1495,299
60,0.025,3,0.8,0.5035,1007
60,0.025,4,0.8,0.511,1022
60,0.025,5,0.8,0.505,1010
60,0.025,6,0.8,0.6015,1203
60,0.025,7,0.8,0.7285,1457
60,0.025,8,0.8,0.51,1020
60,0.025,9,0.8,0.7145,1429
60,0.025,10,0.8,0.928,1856
60,0,1,0.6,0.961,1922
60,0,2,0.6,0.695,1390
60,0,3,0.6,0.5965,1193
60,0,4,0.6,0.5935,1187
60,0,5,0.6,0.159,318
60,0,6,0.6,0.894,1788
60,0,7,0.6,0.5145,1029
60,0,8,0.6,0.904,1808
60,0,9,0.6,0.043,86
60,0,10,0.6,0.2915,583
60,0,1,0.7,0.6935,1387
60,0,2,0.7,0.2935,587
60,0,3,0.7,0.4035,807
60,0,4,0.7,0.799,1598
60,0,5,0.7,0.612,1224
60,0,6,0.7,0.703,1406
60,0,7,0.7,0.958,1916
60,0,8,0.7,0.312,624
60,0,9,0.7,0.1655,331
60,0,10,0.7,0.9815,1963
60,0,1,0.8,0.202,404
60,0,2,0.8,0.3915,783
60,0,3,0.8,0.5015,1003
60,0,4,0.8,0.5155,1031
60,0,5,0.8,0.276,552
60,0,6,0.8,0.2215,443
60,0,7,0.8,0.205,410
60,0,8,0.8,0.4845,969
60,0,9,0.8,0.072,144
60,0,10,0.8,0.4875,975
